# ../emissions-data/level1//L101.in_EJ_R_en_Si_F_Yh.csv
# Written by L101.nonghg_en_USA_S_T_Y.R
# Thu Aug  3 09:55:11 2017
# " Energy consumption by region / GCAM sector / fuel / historical year "
# " Unit = EJ "
"GCAM_region_ID","sector","fuel","technology","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
11,"electricity generation","biomass","biomass (conv)",5.30650776499395e-07,5.17726580388315e-07,5.01759236530094e-07,4.85488889169718e-07,9.41775129918693e-07,9.15756549337132e-07,8.92813029644909e-07,8.76392838617437e-07,8.70513274902619e-07,8.77679178213653e-07,3.59545706955518e-06,3.73048956360495e-06,3.90296600391236e-06,4.0925103294249e-06,4.27998398201138e-06,4.46448470834365e-06,4.64164932431569e-06,4.78209205769358e-06,4.84973273073364e-06,4.82596408006659e-06,4.70723163269234e-06,4.52271379560251e-06,4.32077252647294e-06,0.00494362719930632,0.0416965825918602,0.0203897670147129,0.0375094898379489,0.0340350948924648,0.03461822,0.03482752,0.03507868,0.03499496,0.03486938,0.0347438,0.03461822,0.03449264,0.03436706,0.0339066,0.03382288,0.16417492
12,"electricity generation","biomass","biomass (conv)",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159068,0.00175812,0.00150696,0.00175812,0.0012558,0.00046046,0.00117208,0.00305578,0.00351624,0.0039767,0.00347438,0.00385112,0.00531622,0.00640458,0.0087906,0.00950222,0.00866502,0.00908362,0.00979524,0.01377194,0.02478112,0.03646006,0.03905538,0.04784598,0.07551544,0.10038028,0.11817078
13,"electricity generation","biomass","biomass (conv)",0.0496215048339465,0.0466917569463484,0.0517151735625856,0.0890550841553477,0.086544828049332,0.0909423089643895,0.0951251421791201,0.0999017295814261,0.103926505582803,0.121961032938311,0.131254181759864,0.141468058984708,0.13380711884951,0.156327198774385,0.156076419287519,0.108442294329146,0.0979746821608596,0.110277148246498,0.105756407131086,0.1209529417053,0.134767304706672,0.14519144934035,0.161098816062022,0.178303797325377,0.219452643527214,0.252481049837107,0.267844012578428,0.297565486153864,0.303929260635851,0.348971426562912,0.404395678233162,0.437927404973065,0.521900587727694,0.606627254225558,0.642544410755322,0.682062009315472,0.829661331262902,0.875625101929148,0.985508251594389,1.06839154641954
14,"electricity generation","biomass","biomass (conv)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066976,0.0012558,0.00192556,0.00205114,0.00263718
15,"electricity generation","biomass","biomass (conv)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014651,0.00171626,0.0010465,0.00079534,0.00058604,0.0010465,0.0012558,0.00154882,0.00108836,0.00121394,0.00175812
16,"electricity generation","biomass","biomass (conv)",0,0,0,0,0,0,0,0.0048139,0.00636272,0.00640458,0.0094185,0.0113022,0.01059058,0.01134406,0.01414868,0.01749748,0.0175812,0.01791608,0.01804166,0.00849758,0.00770224,0.00786968,0.00824642,0.00853944,0.00883246,0.00904176,0.00841386,0.00950222,0.0102557,0.01063244,0.01117662,0.00724178,0.00971152,0.01008826,0.00891618,0.00929292,0.01042314,0.01230684,0.00908362,0.0119301
17,"electricity generation","biomass","biomass (conv)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02331602,0.03231592,0.04365998,0.0441623,0.04470648,0.0454181,0.04612972,0.04675762,0.04742738,0.04805528,0.04872504,0.0493948
18,"electricity generation","biomass","biomass (conv)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.372e-05,8.372e-05,8.372e-05,8.372e-05,8.372e-05,8.372e-05,8.372e-05,0.00012558,0.00012558,0.0002093,0.00025116,0.00037674,0.00037674,0.00058604,0.0006279,0.0008372,0.00113022,0.00171626
19,"electricity generation","biomass","biomass (conv)",0,0,0,0,0,0,0,0,0,0,0,0.06546904,0.07250152,0.08104096,0.08648276,0.0954408,0.10289188,0.1142778,0.1232777,0.09506406,0.09824542,0.09912448,0.0985803,0.10331048,0.11247782,0.1178359,0.12671022,0.12650092,0.12817532,0.12650092,0.1259986,0.1354171,0.1463007,0.14960764,0.17953754,0.18133752,0.18657002,0.18075148,0.17124926,0.17840732
20,"electricity generation","biomass","biomass (conv)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02725086,0.03365544,0.03637634,0.03461822,0.03805074,0.02976246,0.02775318,0.03009734,0.02913456,0.03131128,0.04571112,0.04638088,0.04508322,0.04617158,0.04679948,0.04119024,0.04608786,0.04215302,0.04566926,0.04554368
21,"electricity generation","biomass","biomass (conv)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066976,0.00025116
22,"electricity generation","biomass","biomass (conv)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"electricity generation","biomass","biomass (conv)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"electricity generation","biomass","biomass (conv)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087906,0.002093,0.00330694,0.00284648,0.00443716,0.00443716,0.00372554,0.00372554,0.0037674,0.00380926,0.00385112,0.00389298,0.00393484,0.0039767,0.00406042
25,"electricity generation","biomass","biomass (conv)",0.0011344386804663,0.00115004363713164,0.00114585795831659,0.00117822905031564,0.00124814328237014,0.00137441483865901,0.00117674175250027,0.00145017967733608,0.00181269665000766,0.00135634441222189,0.00133154569063025,0.0012863044072645,0.00120478355665907,0.00112486343228451,0.00109991280439947,0.00118128969904942,0.00102122192726028,0.000794018852525858,0.000774738939361925,0.000806779019071209,0.000804030515056678,0.000818170527823091,0.000815223165598991,0.000812556199624745,0.000810338813311778,0.000825423734117724,0.000824005290475838,0.000839710578394572,0.000855636634022728,0.000854969013219161,0.000871266426496075,0.000887745665684519,0.000904288990429144,0.000920741621144996,0.000920261617653312,0.000936260075875238,0.000935332028868799,0.000951030524560575,0.000950163882867549,0.00094956773709033
26,"electricity generation","biomass","biomass (conv)",0.00581854,0.00577668,0.00581854,0.00644644,0.00598598,0.0060697,0.006279,0.006279,0.0056511,0.00493948,0.00477204,0.0058604,0.00678132,0.00699062,0.00699062,0.00766038,0.0073255,0.0089999,0.00853944,0.00468832,0.00824642,0.00435344,0.0039767,0.00707434,0.00401856,0.00527436,0.00707434,0.00619528,0.00636272,0.00473018,0.00489762,0.00489762,0.00510692,0.00410228,0.00786968,0.01682772,0.0221858,0.01666028,0.01699516,0.0234416
27,"electricity generation","biomass","biomass (conv)",2.65563417036749e-05,2.65536828165184e-05,2.65529170991398e-05,2.65583144226262e-05,5.31386612562164e-05,5.31911769491196e-05,5.32549958670879e-05,5.32499476875705e-05,5.30727017719235e-05,5.26578563440693e-05,0.000207939474104621,0.000204378478012967,0.000200255681008232,0.000196052383832744,0.000192209152025615,0.000188734267492395,0.000185693854202588,0.000183694608934529,0.000183455803812544,0.000185280922776106,0.000189201300752437,0.000194489738833231,0.000199942715842286,0.000204451911989612,0.00020754952951332,0.000209237089602221,0.00015742630498878,0.000157509920666796,0,0,0,0,0,0,8.372e-05,8.372e-05,4.186e-05,4.186e-05,0,0
28,"electricity generation","biomass","biomass (conv)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154882,0.00255346,0.00050232,0.00033488,0.00046046,0.0004186,0.00037674,0.00054418,0.0004186,0.00096278,0.0004186,0.0004186,0.00033488,0.00054418,0.00029302,0.00368368
29,"electricity generation","biomass","biomass (conv)",1.47730075198257e-05,1.47885906030932e-05,1.48053236643302e-05,1.48161966882041e-05,2.96395636138648e-05,2.96130665015433e-05,2.95721911032673e-05,2.9593659473812e-05,2.9776784953174e-05,3.01844644777172e-05,0.00656978506882582,0.00657321103242343,0.0161631013529879,0.0156647951058378,0.0187660908639924,0.0212809812477993,0.0096049044964731,0.00964862329900778,0.00994181446345672,0.0106934931131438,0.00717345146761487,0.00716834754737117,0.00716309651163124,0.00715876088870407,0.0153603478786265,0.0364561758956849,0.0174627038570624,0.0168765951868684,0.03692052,0.02620436,0.03089268,0.0368368,0.05429242,0.05730634,0.06471556,0.06412952,0.0755573,0.08681764,0.11896612,0.13022646
30,"electricity generation","biomass","biomass (conv)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00824642,0.01230684,0.01578122,0.02436252,0.03072524,0.03114384,0.03888794,0.0468832,0.04734366,0.048139,0.05328778,0.05039944,0.04914364,0.05257616
31,"electricity generation","biomass","biomass (conv)",0.00205114,0.00263718,0.00205114,0.002093,0.00221858,0.00205114,0.00221858,0.00217672,0.0033488,0.00343252,0.00301392,0.00389298,0.00539994,0.00343252,0.004186,0.00385112,0.00318136,0.00372554,0.00318136,0.00452088,0.00443716,0.00435344,0.00301392,0.00318136,0.00385112,0.0056511,0.004186,0.00477204,0.0050232,0.0085813,0.00824642,0.01259986,0.01477658,0.02440438,0.02436252,0.03733912,0.0368368,0.03805074,0.03805074,0.0305578
32,"electricity generation","biomass","biomass (conv)",0,0,0,0,0.00217672,0.0023023,0.00221858,0.0023023,0.00238602,0.0025116,0.00242788,0.00267904,0.00263718,0.00297206,0.0029302,0.00305578,0.00297206,0.00322322,0.00322322,0.00305578,0.0029302,0.0039767,0.00435344,0.00493948,0.00531622,0.00556738,0.00539994,0.00594412,0.00519064,0.0056511,0.0056511,0.00560924,0.00560924,0.00535808,0.00569296,0.00598598,0.00602784,0.0060697,0.00623714,0.00560924
1,"electricity generation","coal","coal (conv pul)",7.63991046,8.397116,9.07997818,9.11861496,9.42934174,10.32820152,10.99762664,10.68564406,11.43033346,12.22508742,12.82021104,12.7300446,13.34584706,14.07295526,14.70265524,14.477281,15.21753324,15.95133904,16.06833774,16.39597596,16.29601428,16.92663518,17.56073046,17.61192524,18.23342066,19.0475558,19.83678424,19.74632478,19.4630163,20.6024455,20.75184384,19.88002562,20.3073325,20.4500751,20.8799773,20.58729218,20.90073986,20.5974223,18.29738274,19.23542348
2,"electricity generation","coal","coal (conv pul)",7.10268082954874e-05,7.10822725799322e-05,5.33695446240739e-05,0,1.79327289623838e-05,0.00209670098834753,0.00228142952678969,0.00311500088552456,0.00353028875685699,0.000915114654358189,0.00132853599718084,0.00147736352566935,0.00154908260491322,0.00165787757171663,0.0018982934867811,0.00204816780828171,0.00192047085244346,0.00199755235123713,0.00240786293501619,0.00357556885735902,0.00344743951751309,0.00289091431431992,0.00257822035364027,0.0024367195610446,0.0024298788081638,0.00203150399169486,0.0022733107463115,0.00284810772808773,0.00309675962200519,0.00497844691837788,0.00551823148075404,0.00612761648351547,0.0061449971168219,0.00612508543263885,0.00678711803032888,0.00803966863359588,0.00892565631955452,0.00979415202796355,0.00942876541816111,0.00978036378247451
3,"electricity generation","coal","coal (conv pul)",0.00397688505988658,0.0089582142182401,0.0116372024551234,0.0129766,0.0169533413185649,0.0180469767366549,0.0181738041595568,0.018344824922854,0.0135334629994479,0.015366132505581,0.0167493008393856,0.0155360764219973,0.0172945435272112,0.016039221912025,0.0145332986613137,0.0235338802760509,0.0308589017622973,0.0296453513837024,0.0247495692047745,0.0296942310502362,0.0285636905260362,0.0262173270273616,0.0300672754015769,0.0334574739847887,0.0656479089461013,0.0623809937253717,0.066107667257822,0.0793800084109779,0.0713442044108691,0.0888930524061343,0.11526845308604,0.119333332705722,0.120800014228753,0.127666276082499,0.130601396157548,0.135130532292855,0.130448091678968,0.121663077208029,0.112661154892249,0.115844919858046
4,"electricity generation","coal","coal (conv pul)",0.0174706316049916,0.016382375264598,0.0164623994999416,0.02411136,0.0122269699771261,0.0164804767257571,0.0109489820518029,0.0116227044285353,0.0112446319792133,0.0129578376825708,0.013545944938058,0.0139539903600738,0.0136773248441939,0.023372801174611,0.0338939223776701,0.0458640573378859,0.0784959410441925,0.077936259616317,0.0866197557369119,0.0904141201093009,0.107927042372151,0.111228692649805,0.104748101627167,0.108227494993325,0.0987194273107737,0.0856058226994878,0.0789170857502042,0.0807158906777624,0.0815613196860994,0.0757755912170741,0.088318539775504,0.0835040783130043,0.0665471169878399,0.0800988691736097,0.0855093025849869,0.0822967731407494,0.077414816812983,0.0744968377091578,0.071946079768596,0.076330161437452
5,"electricity generation","coal","coal (conv pul)",0.000457828190044041,0.000415819749334924,0.000437312056469768,0.00121394,0.00148510404764089,0.00389265583971913,0.00400543844164626,0.00362348371693377,0.00437850730786208,0.00148468738946122,0.00173653747947186,0.00168105912802258,0.00167626932184059,0.00183405844000734,0.00203847452317514,0.00218258799259466,0.00203690307839427,0.00222603514659897,0.00263207733844086,0.00385851640207669,0.00376243306824445,0.00323887269470014,0.00270826775201116,0.00259426852563599,0.00260690682971556,0.00218192916942557,0.00243218972542439,0.00302726720465479,0.00327116740970511,0.00523793290270659,0.00579742443987251,0.00643933137811412,0.00646597982637466,0.00645383303790147,0.00715714857260857,0.00847974400199929,0.00941328436515085,0.0103262596771301,0.00993809584825437,0.0103068035919648
6,"electricity generation","coal","coal (conv pul)",0.5263895,0.58072378,0.59319806,0.63493248,0.68009942,0.70056896,0.78391222,0.71923852,0.74058712,0.8503859,0.8773856,0.9205014,0.8880599,0.90936664,0.99706334,0.98366814,1.06642536,1.117662,1.20355872,1.21410744,1.25575814,1.29498096,1.29866464,1.31448772,1.36120348,1.43588172,1.49854614,1.67297676,1.74485038,1.76829198,1.90705788,1.99069416,1.97428504,2.03184254,1.93820172,1.97591758,1.97428504,1.9592573,1.97198274,1.89797426
7,"electricity generation","coal","coal (conv pul)",0.02147418,0.02272998,0.02038582,0.0194649,0.01846026,0.01929746,0.02356718,0.04382742,0.03876236,0.0372554,0.05173896,0.05207384,0.04278092,0.05450172,0.05718076,0.07040852,0.06165978,0.05387382,0.06266442,0.06287372,0.07250152,0.07266896,0.06936202,0.06379464,0.073255,0.07476196,0.08694322,0.08526882,0.1211847,0.1341613,0.13617058,0.10531976,0.1077895,0.11457082,0.12038936,0.12905438,0.123487,0.13843102,0.10929646,0.13378456
8,"electricity generation","coal","coal (conv pul)",0.37753534,0.36012158,0.34731242,0.35342398,0.37242842,0.4259255,0.49746424,0.50951992,0.55091946,0.62898836,0.66875536,0.74544288,0.79132144,0.86997638,0.82912102,0.75670322,0.83276284,0.90882246,0.92330602,0.88006464,0.92092,0.95595682,0.86805082,0.90430158,0.91627354,0.93691052,1.01012366,1.0657556,1.06713698,1.16303824,1.14139662,1.10853652,1.08861116,1.02443978,1.04348608,1.0554999,1.04185354,0.9608963,0.84356272,0.85633002
9,"electricity generation","coal","coal (conv pul)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00577668,0.00071162,0.00598598,0.0025116,0.00025116,0.0004186,0.0050232,0.00473018,0.00552552,0.00159068,0.00205114,0.00267904,0.0027209,0.00694876,0.00640458,0.00791154,0.01038128,0.01607424,0.03671122,0.03101826,0.0228137,0.02921828,0.0303485,0.0320229,0.02750202,0.03193918
10,"electricity generation","coal","coal (conv pul)",0.484433210617725,0.515228281352216,0.58051474035225,0.646438465009635,0.667894926207574,0.725321350051734,0.684809454771886,0.711991014980783,0.684351728838665,0.742861367005729,0.625710120489834,0.667039829948341,0.685998382204757,0.699016045082068,0.74424450916121,0.797242440992278,0.870068326931451,0.863407279136151,0.866413011398316,1.17840086,1.19983318,1.12465262,1.03950938,1.08777396,0.8030841,0.73707088,0.61228622,0.64393238,0.62844418,0.72170826,0.66653678,0.79697254,0.85946952,0.87952046,0.86436714,1.03377456,0.99183084,0.94046862,0.82891172,0.87868326
11,"electricity generation","coal","coal (conv pul)",1.37648238,1.40034258,1.42441208,1.4104727,1.6285633,1.56841048,1.889979,2.31155106,2.41264296,2.46559586,2.44223798,2.58581778,2.78603416,3.1171049,3.42297592,3.75584664,4.24539934,4.77199814,5.25351372,5.76964752,6.38398488,7.0645029,7.78068564,8.38296732,9.26537612,10.59422182,10.13752922,10.60728214,11.10926726,12.0786394446078,12.879807755708,14.7859020326192,17.5785469515671,19.8391711763165,22.2715722932214,25.5861753699995,28.1464595525573,29.1458644395806,30.9869841602119,33.4918892965337
12,"electricity generation","coal","coal (conv pul)",1.91931117624176,2.07618042389044,2.20276424722885,2.25580525264927,2.36825185510782,2.47308889057809,2.58599374607018,2.71728236233726,2.75551861731567,2.82558351726739,2.83156052310186,2.91709281317867,3.01485501541464,3.13497863417348,3.05890021426185,3.11664121496566,3.14768807467767,3.09374422441445,3.16130517890451,2.94497658,2.83701964,2.8152943,2.77188548,2.73622076,2.8282709,2.88808884,2.84509862,2.75798796,2.65304494,2.72483484,2.78029934,2.67121218,2.82873136,2.79599684,2.77925284,2.83798242,2.95351602,2.86548444,2.66556108,2.75819726
13,"electricity generation","coal","coal (conv pul)",5.94587812,5.6307979,5.97836148,5.75918252,5.71029004,6.47628618,6.60827076,6.70655804,7.22051512,7.55644162,7.56586012,7.69290522,7.76720672,7.21683144,7.63287798,7.81773174,7.90542844,7.80613652,7.99454838,7.96545568,8.0279108,7.6777519,7.10937682,7.1262464,7.09573046,7.12850684,6.65674464,6.69542328,6.37586404,6.71919976,6.83188688,6.9845503,7.2470125,7.18162718,6.96115056,7.23378474,7.12398596,6.38515696,5.74335944,5.70568544
14,"electricity generation","coal","coal (conv pul)",0.766279289224855,0.846477399162257,0.89213020413251,0.81979521041483,0.941825132137619,0.846586047719437,0.86432769228086,0.79186459232137,0.856346528597934,0.78356336232481,0.780521806139414,0.729897041953367,0.759615051612181,0.729735300708629,0.724614728197701,0.799794091492882,0.806340943369612,0.83922290431868,0.843632693381305,1.49410898,1.35873374,1.36970106,1.2995437,1.05457898,0.96951946,0.6724809,0.63560224,0.6406673,0.61530014,0.59910032,0.55351478,0.57632848,0.680225,0.54275676,0.58210516,0.73954062,0.76578684,0.79525628,0.66616004,0.72526636
15,"electricity generation","coal","coal (conv pul)",0.11009459441675,0.111694358085743,0.125076072303091,0.125297208654038,0.137737741535394,0.160062375054836,0.167743959960119,0.171590910109671,0.193039455872383,0.185135671286142,0.221701438265204,0.226260253379861,0.273668257547358,0.293361534967824,0.356835006580259,0.413159533698903,0.378419282971087,0.321327693898305,0.394771761595214,0.71986642,0.67319252,0.69081558,0.65833222,0.6325046,0.7084805,0.73368022,0.82581408,0.8888971,0.79651208,0.90245974,0.91572936,0.86980894,0.89111568,0.91032942,0.90890618,1.01682126,1.07982056,1.11309926,1.1161969,1.12063406
16,"electricity generation","coal","coal (conv pul)",0.00037674,0.00046046,0.00054418,0.00066976,0.00054418,0.0006279,0.00071162,0.00058604,0.0006279,0.00079534,0.0010465,0.00087906,0.0012558,0.00154882,0.00171626,0.00129766,0.00092092,0.00087906,0.00133952,0.0012558,0.00113022,0.00117208,0.00113022,0.0012558,0.00113022,0.00117208,0.00096278,0.00096278,0.0010465,0.00092092,0.00113022,0.00113022,0.0010465,0.00108836,0.00117208,0.00121394,0.0012558,0.00113022,0.0010465,0.00154882
17,"electricity generation","coal","coal (conv pul)",0.33672184,0.37732604,0.39289796,0.48846434,0.55217526,0.64284402,0.61877452,0.504413,0.60876998,0.77018214,0.89994814,1.00330048,1.13432228,1.1722893,1.38774272,1.5996799,1.85527706,1.96884324,2.18756174,2.32641136,2.58523174,2.8291081,3.15511378,3.28345654,3.75643268,4.04317368,4.1602561,4.3402541,4.73453344,5.03370686,5.23969992,5.28026226,5.50693416,6.0851882,6.36707344,6.89291876,7.64317554,7.95394418,8.3630001,8.43336676
18,"electricity generation","coal","coal (conv pul)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00359996,0.0496041,0.06710158,0.07258524,0.08736182,0.09728264,0.11000808,0.1100918,0.10531976,0.12164516,0.14362166,0.17962126,0.22323938,0.2547181,0.29904784,0.351624,0.42923244,0.44028348,0.50579438,0.50332464,0.56243096,0.62145356,0.71258278,0.7028294,0.74653124,0.78412152
19,"electricity generation","coal","coal (conv pul)",0.58231446,0.52186862,0.50089676,0.48205976,0.47209708,0.48465508,0.47661796,0.41093962,0.43781374,0.44028348,0.5697146,0.5933655,0.68215056,0.79349816,0.87441354,0.8780135,0.9366175,1.00614696,0.99509592,1.06265796,1.13022,1.17974038,1.27513932,1.3920543,1.50909486,1.5887963,1.68273014,1.6773302,1.84485392,2.02317752,2.1585109,2.29966282,2.43721478,2.51875806,2.62855684,2.56400872,2.68682596,2.53772064,2.4337404,2.58008296
20,"electricity generation","coal","coal (conv pul)",0.00163254,0.00226044,0.002093,0.00226044,0.00196742,0.00221858,0.00221858,0,0,0,0.0002093,0.0089999,0.01833468,0.02381834,0.02833922,0.04738552,0.05454358,0.05919004,0.06052956,0.07601776,0.09678032,0.09975238,0.11607778,0.14060774,0.15672384,0.18372354,0.18493748,0.18903976,0.19502574,0.1982071,0.24211824,0.27891318,0.32027086,0.24462984,0.33379164,0.32152666,0.3185546,0.22156498,0.29913156,0.32207084
21,"electricity generation","coal","coal (conv pul)",0.00029302,0.0004186,0.00075348,0.00079534,0.00154882,0.00154882,0.00154882,0.00092092,0.00138138,0.00142324,0.00121394,0.02528344,0.04587856,0.07191548,0.07844564,0.08677578,0.08803158,0.08778042,0.09326408,0.1002547,0.10837554,0.13177528,0.15061228,0.15965404,0.17468178,0.20703956,0.22909978,0.24617866,0.24626238,0.27598298,0.31043376,0.32474988,0.3338335,0.33429396,0.31989412,0.3302754,0.34517756,0.32487546,0.31390814,0.31549882
22,"electricity generation","coal","coal (conv pul)",0.0025116,0.00108836,0.00108836,0.00108836,0.00087906,0.00075348,0.00096278,0.00046046,0.00054418,0.00037674,0.00058604,4.186e-05,0.0006279,0.00046046,0.00058604,0.00050232,0.00037674,0.00037674,0.00037674,0.00075348,0.00046046,0.00075348,0.0008372,0.00075348,0.00749294,0.00661388,0.00653016,0.00778596,0.00653016,0.00389298,0.00477204,0.00406042,0.00410228,0.00389298,0.00322322,0.00385112,0.00385112,0.00259532,0.00297206,0.00226044
